충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
보오메꾸뜨르호텔,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 신광로 95,,,,33.4834889,126.4901596,2017-04-29
올레리조트,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 애월읍 부룡수길 33,,,,33.4756942,126.3558489,2017-04-29
에코랜드 테마파크,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 번영로 1278-169,,,,33.4555296,126.6681873,2017-04-29
대명리조트,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 조천읍 신북로 577,,,,33.5412863,126.6714847,2017-04-29
다희연,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 조천읍 선교로 117,,,,33.4868918,126.7068136,2017-04-29
라온프라이빗타운,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 한림읍 금능남로 127,,,,33.3760556,126.2441268,2017-04-29
바다어사또,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 조천읍 조함해안로 478,,,,33.543065,126.664095,2017-04-29
맥도날드 제주공항DT점,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 도령로 159,,,,33.4951553,126.4926946,2017-04-29
(재)테크노파크 생물종다양성연구소,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원읍 신례동로 338,,,,33.3158418,126.6355887,2017-04-29
대정 영어교육도시,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 대정읍 구억리 618,,,,33.2876756,126.281979,2017-04-29
대정읍사무소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 대정읍 하모중앙로 20,,,,33.2267537,126.2520832,2017-04-29
무릉문화의집,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 대정읍 서삼중로 128,,,,33.2734542,126.1990405,2017-04-29
서귀포시민회관,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 동홍로 31-7 (동홍동),,,,33.2514453,126.5669285,2017-04-29
대륜동주민센터 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 일주동로 9185 (법환동),,,,33.2482109,126.5113278,2017-04-29
중문랜드,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 소보리당로164번길 62 (상예동),,,,33.2639753,126.3852041,2017-04-29
돈내코야영장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 돈내코로 114 (상효동),,,,33.3003161,126.5847998,2017-04-29
서귀포시청 1청사,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 중앙로 105 (서홍동),,,,33.2540922,126.5601945,2017-04-29
천지연폭포,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 남성중로 2-9 (서홍동),,,,33.2438654,126.5600489,2017-04-29
성산읍사무소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 성산읍 일주동로 4330,,,,33.4424138,126.9110996,2017-04-29
일출랜드,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,,,,33.3835243,126.8413634,2017-04-29
산방산 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 안덕면 사계리 163-1,,,,33.2359439,126.3119793,2017-04-29
안덕면사무소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 안덕면 화순서서로 74,,,,33.2575319,126.3307426,2017-04-29
중문컨벤션센터,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 중문관광로 224 (중문동),,,,33.2413649,126.4245153,2017-04-29
성읍민속마을,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 8-2,,,,33.3844043,126.801396,2017-04-29
쇠소깍 공영주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 쇠소깍로 104 (하효동),,,,33.2542498,126.6224923,2017-04-29
건입동 주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 만덕로 18 (건입동),,,,33.5150116,126.5315988,2017-04-29
구좌 동부보건소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 구좌읍 김녕리 1696,,,,33.5543467,126.7512619,2017-04-29
구좌읍사무소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 구좌읍 세화리 1561-7,,,,33.5225168,126.8518012,2017-04-29
노형동 주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 노형9길 9-4,,,,33.4830022,126.4771303,2017-04-29
제주보건소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 연삼로 264 (도남동),,,,33.4917032,126.5202864,2017-04-29
도두동 주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 도두1길 9-1 (도두일동),,,,33.5028684,126.4682368,2017-04-29
도두 하수처리장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 도리로 254 (도두이동),,,,33.5074277,126.4791477,2017-04-29
봉개동 주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 봉개북1길 15 (봉개동),,,,33.4917114,126.5948784,2017-04-29
리젠트마린호텔,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 서부두2길 20,,,,33.5176225,126.5271105,2017-04-29
파스쿠치 노형점,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 다랑곶길 4,,,,33.4870111,126.4794509,2017-04-29
산방산,장애인 주차구역 앞,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 안덕면 사계리 163-1,,,,33.2359439,126.3119793,2017-04-29
중문덤장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 천제연로 17,,,,33.2576625,126.4082795,2017-04-29
신라호텔,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 중문관광로 72번길 75,,,,33.2475582,126.4081161,2017-04-29
금호리조트,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 남원읍 태위로 522-12,,,,33.2729636,126.7014772,2017-04-29
사이프러스CC,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 표선면 번영로 2300,,,,33.4105154,126.7516772,2017-04-29
홈플러스,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 중앙로 180,,,,33.2604879,126.5600101,2017-04-29
나인브릿지CC,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 안덕면 광평로 34-156,,,,33.3400473,126.4049584,2017-04-29
아프리카박물관,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 이어도로 49,,,,33.2398402,126.4291443,2017-04-29
동춘서커스,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 중문관광로 199,,,,33.243963,126.421361,2017-04-29
제주민속촌박물관,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 표선면 민속해안로 631-34,,,,33.3223451,126.8414874,2017-04-29
박물관은살아있다,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 중문관광로 42,,,,33.2549224,126.4087187,2017-04-29
맥도날드 제주월드컵스타디움DT점,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 일주서로 7,,,,33.264983,126.3712742,2017-04-29
한라수목원 테마파크,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 은수길 69,,,,33.4705849,126.4882806,2017-04-29
JDC,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 첨단로 213-4,,,,33.4529415,126.5726186,2017-04-29
신영영화박물관 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원읍 태위로 536,,,,33.2746312,126.7058491,2017-04-29
우리은행 서귀포점 인근 공영주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 서귀동 291-2,,,,33.2499701,126.5624597,2017-04-29
탐라중학교 공영주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 아라동 3008-1,,,,33.4763498,126.5450031,2017-04-29
이호동 주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 백포서길 9,,,,33.4997537,126.4581461,2017-04-29
남원읍 공영주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원읍 남원리 84-2,,,,33.2788184,126.7214486,2017-04-29
용암해수산업화지원센터,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 구좌읍 일주동로 2706-40,,,,33.541476,126.815707,2017-04-29
대정감협 인근,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 대정읍 하모리 964-2,,,,33.2230292,126.2520661,2017-04-29
안덕우체국 뒤 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 안덕면 화순리 1072,,,,33.2462682,126.3353527,2017-04-29
서귀포성당 뒤 주차장(솔동산로근처주차장),주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 서귀동 600-3,,,,33.2436583,126.5629579,2017-04-29
삼도2동 주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 관덕로6길 15,,,,33.5117299,126.5222682,2017-04-29
삼양동 주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 지석13길 6 (삼양이동),,,,33.5218396,126.5857081,2017-04-29
인재개발원,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 산천단동길 26 (아라일동),,,,33.4468976,126.5601614,2017-04-29
아라동 주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 인다8길 5,,,,33.4763055,126.5450535,2017-04-29
제주시자치경찰단,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 중앙로 273,,,,33.4850238,126.5442901,2017-04-29
농산물원종장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 애월읍 월각로 563-20,,,,33.3755161,126.3286573,2017-04-29
애월119센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 애월읍 일주서로 6513,,,,33.4666589,126.3488567,2017-04-29
도의회,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 문연로 13 (연동),,,,33.4903182,126.4992861,2017-04-29
보건환경연구원,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 삼동길 41 (연동),,,,33.4798486,126.4951395,2017-04-29
삼도1동 주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 서사로14길 16,,,,33.5036928,126.5182971,2017-04-29
설문대여성문화센터 내,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 선덕로8길 12 (연동),,,,33.4844207,126.500595,2017-04-29
연동주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 신대로 101 (연동),,,,33.4882923,126.4969722,2017-04-29
제주도 소방방재본부,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 신대로9길 22 (연동),,,,33.490553,126.4990195,2017-04-29
오라동 주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 오라로10길 6 (오라이동),,,,33.4951336,126.511555,2017-04-29
제주아트센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 오남로 231　,,,,33.4754636,126.5156482,2017-04-29
외도동 주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 일주서로 7350 (외도이동),,,,33.4929556,126.4322517,2017-04-29
용담1동 주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 용남3길 11,,,,33.5096316,126.5140233,2017-04-29
KT금호렌트카제주지사,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 용해로 80-21 (용담이동),,,,33.5099756,126.5016449,2017-04-29
용담2동 주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 흥운길 27 (용담이동),,,,33.5115829,126.5118008,2017-04-29
인켈정보통신,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 한천로 9 (용담이동),,,,33.5012965,126.5068867,2017-04-29
제주공항항공정보실,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 공항로 2 (용담이동),,,,33.5063344,126.4952613,2017-04-29
우도면사무소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 우도면 우도로 153,,,,33.5063307,126.953232,2017-04-29
우도보건지소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 우도면 우도로 153,,,,33.5063307,126.953232,2017-04-29
KT제주본부,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 전농로 114 (이도일동),,,,33.5040354,126.5251787,2017-04-29
고용센터(상록회관),주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 중앙로 165　,,,,33.5044201,126.5271265,2017-04-29
퐁낭 작은 도서관 앞 주차장(비석거리),주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 동홍중앙로 56 (동홍동),,,,33.2557425,126.5723463,2017-04-29
회수사거리,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 회수동 788-2,,,,33.2630754,126.4425071,2017-04-29
이도주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 중앙로25길 17 (이도일동),,,,33.5067302,126.5270745,2017-04-29
서귀포시 공영주차장(매일시장주차장),주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 중앙로 62번길 18,,,,33.2501708,126.5636786,2017-04-29
월드컵경기장 인근 공영주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 일주동로 9185,,,,33.2481172,126.5110332,2017-04-29
한국폴리텍대학 제주캠퍼스,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 산천단동 3길 2,,,,33.4478624,126.5612608,2017-04-29
위미의례회관,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원읍 중산간동로 6862,,,,33.2897921,126.657825,2017-04-29
국토교통부 인재개발원 앞 주차장(서귀포혁신도시공영주차장),주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 서호남로 19-19,,,,33.2784399,126.5169922,2017-04-29
표선 의례회관 앞 공영주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 표선면 표선리 2103,,,,33.3269034,126.8236034,2017-04-29
아랑조을거리 공영주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 서귀동 312-6,,,,33.2477823,126.5603076,2017-04-29
한라수목원,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 수목원길 72,,,,33.4699671,126.4911117,2017-04-29
강창학경기장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 중산간서로 95,,,,33.2596431,126.501791,2017-04-29
국립제주박물관,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 일주동로 17,,,,33.5139974,126.5489702,2017-04-29
